seconds,x,z,yaw_radians,speed_mps,distance_m,step_distance_m
6.05,-3.66524,1.01688,-2.85937,0.899778,5.19141,0.0149963
6.06667,-3.66138,1.03137,-2.85931,0.899777,5.2064,0.0149963
6.08333,-3.65752,1.04587,-2.85924,0.899776,5.2214,0.0149963
6.1,-3.65367,1.06036,-2.85918,0.899775,5.23639,0.0149962
6.11667,-3.64981,1.07485,-2.85911,0.899773,5.25139,0.0149962
6.13333,-3.64596,1.08934,-2.85905,0.899772,5.26639,0.0149962
6.15,-3.6421,1.10383,-2.85899,0.899771,5.28138,0.0149962
6.16667,-3.63825,1.11833,-2.85892,0.899769,5.29638,0.0149962
6.18333,-3.63439,1.13282,-2.85886,0.899768,5.31138,0.0149962
6.2,-3.63053,1.14731,-2.85879,0.899767,5.32637,0.0149961
6.21667,-3.62668,1.1618,-2.85873,0.899766,5.34137,0.0149961
6.23333,-3.62282,1.17629,-2.85866,0.899764,5.35636,0.0149961
6.25,-3.61897,1.19079,-2.8586,0.899763,5.37136,0.0149961
6.26667,-3.61511,1.20528,-2.85854,0.899762,5.38636,0.0149961
6.28333,-3.61126,1.21977,-2.85847,0.89976,5.40135,0.014996
6.3,-3.6074,1.23426,-2.85841,0.899759,5.41635,0.014996
6.31667,-3.60354,1.24875,-2.85834,0.899758,5.43134,0.014996
6.33333,-3.59974,1.26304,-2.85828,0.874493,5.44613,0.0147854
6.35,-3.59607,1.27686,-2.85822,0.841159,5.46043,0.0142971
6.36667,-3.59253,1.29014,-2.85815,0.807826,5.47417,0.0137416
6.38333,-3.58914,1.30288,-2.85809,0.774493,5.48735,0.0131859
6.4,-3.58538,1.31494,-2.85804,0.741159,5.49998,0.0126291
6.41667,-3.58173,1.32645,-2.83265,0.707826,5.51206,0.0120749
6.43333,-3.57795,1.33731,-2.80559,0.674493,5.52357,0.0115087
6.45,-3.57347,1.34787,-2.77721,0.701159,5.53503,0.0114637
6.46667,-3.56892,1.35861,-2.74296,0.698936,5.5467,0.0116675
6.48333,-3.56393,1.36882,-2.70809,0.665603,5.55806,0.0113588
6.5,-3.55855,1.37877,-2.67411,0.692269,5.56937,0.0113156
6.51667,-3.55307,1.38891,-2.6403,0.691103,5.5809,0.0115281
6.53333,-3.547,1.39837,-2.60586,0.657769,5.59213,0.0112328
6.55,-3.54078,1.40766,-2.57227,0.684436,5.60332,0.0111851
6.56667,-3.53444,1.41714,-2.53885,0.684323,5.61472,0.0114059
6.58333,-3.52709,1.42615,-2.50476,0.71099,5.62635,0.0116276
6.6,-3.51963,1.43532,-2.47002,0.707434,5.63817,0.0118202
6.61667,-3.51211,1.44402,-2.4347,0.674101,5.64967,0.0115019
6.63333,-3.50407,1.45218,-2.40029,0.700768,5.66113,0.0114572
6.65,-3.49588,1.46049,-2.36606,0.698575,5.67279,0.0116611
6.66667,-3.48749,1.46814,-2.33121,0.665242,5.68414,0.0113529
6.68333,-3.47883,1.47541,-2.29725,0.691908,5.69545,0.0113097
6.7,-3.47001,1.48283,-2.26346,0.690757,5.70698,0.0115222
6.71667,-3.46089,1.48938,-2.22903,0.657423,5.7182,0.0112272
6.73333,-3.4517,1.49573,-2.19546,0.68409,5.72938,0.0111793
6.75,-3.44231,1.5022,-2.16205,0.684037,5.74078,0.0114002
6.76667,-3.43217,1.50788,-2.12813,0.710703,5.75241,0.0116228
6.78333,-3.42164,1.51378,-2.10208,0.73737,5.76447,0.0120672
6.8,-3.41062,1.51969,-2.07504,0.764037,5.77698,0.0125086
6.81667,-3.39903,1.52549,-2.05115,0.790703,5.78994,0.0129562
6.83333,-3.38704,1.53148,-2.03311,0.81737,5.80334,0.0134005
6.85,-3.37443,1.53719,-2.01444,0.844037,5.81718,0.013843
6.86667,-3.36137,1.54298,-1.9977,0.870703,5.83147,0.0142895
6.88333,-3.3479,1.54895,-1.98093,0.89737,5.8462,0.0147339
6.9,-3.33421,1.55502,-1.96364,0.899731,5.86118,0.0149758
6.91667,-3.32012,1.56012,-1.94607,0.899207,5.87616,0.0149791
6.93333,-3.30592,1.5649,-1.92406,0.899629,5.89115,0.0149902
6.95,-3.2917,1.56968,-1.90061,0.899988,5.90615,0.0149967
6.96667,-3.27749,1.57446,-1.87714,0.899851,5.92114,0.0149987
6.98333,-3.26297,1.57817,-1.85368,0.899218,5.93613,0.014982
7,-3.24838,1.58162,-1.83022,0.899657,5.95112,0.0149906
7.01667,-3.23379,1.58506,-1.80677,0.899992,5.96611,0.0149972
7.03333,-3.21919,1.58851,-1.7833,0.899832,5.98111,0.0149986
7.05,-3.20438,1.5908,-1.75983,0.899176,5.9961,0.0149835
7.06667,-3.18954,1.59288,-1.73638,0.899684,6.01109,0.0149904
7.08333,-3.17468,1.59496,-1.71292,0.899996,6.02608,0.0149974
7.1,-3.15983,1.59703,-1.68946,0.899812,6.04108,0.0149983
7.11667,-3.14487,1.59788,-1.66599,0.899132,6.05607,0.0149851
7.13333,-3.1299,1.59857,-1.64778,0.899578,6.07106,0.0149893
7.15,-3.11492,1.59926,-1.6302,0.899924,6.08605,0.014996
7.16667,-3.09993,1.59996,-1.6126,0.899991,6.10105,0.0149993
7.18333,-3.08494,1.6,-1.595,0.89978,6.11605,0.0149973
7.2,-3.06994,1.6,-1.59289,0.89978,6.13105,0.0149963
7.21667,-3.05494,1.6,-1.59173,0.899803,6.14604,0.0149965
7.23333,-3.03995,1.6,-1.59057,0.899824,6.16104,0.014997
7.25,-3.02495,1.6,-1.5894,0.899844,6.17604,0.0149972
7.26667,-3.00995,1.6,-1.58824,0.899863,6.19104,0.0149975
7.28333,-2.99495,1.6,-1.58708,0.899881,6.20603,0.014998
7.3,-2.97995,1.6,-1.58592,0.899897,6.22103,0.0149982
7.31667,-2.96496,1.6,-1.58476,0.899912,6.23603,0.0149984
7.33333,-2.94996,1.6,-1.5836,0.899926,6.25103,0.0149987
7.35,-2.93496,1.6,-1.58244,0.899939,6.26603,0.0149989
7.36667,-2.91996,1.6,-1.58128,0.899951,6.28103,0.0149992
7.38333,-2.90496,1.6,-1.58012,0.899961,6.29603,0.0149992
7.4,-2.88996,1.6,-1.57896,0.89997,6.31102,0.0149994
7.41667,-2.87496,1.6,-1.5778,0.899978,6.32602,0.0149996
7.43333,-2.85996,1.6,-1.57664,0.899985,6.34102,0.0149996
7.45,-2.84496,1.6,-1.57548,0.89999,6.35602,0.0149999
7.46667,-2.82996,1.6,-1.57432,0.899994,6.37102,0.0149999
7.48333,-2.81496,1.6,-1.57316,0.899997,6.38602,0.0149999
7.5,-2.79996,1.6,-1.572,0.899999,6.40102,0.0149999
7.51667,-2.78496,1.6,-1.57084,0.9,6.41602,0.0150001
7.53333,-2.76996,1.6,-1.56968,0.899999,6.43102,0.0150001
7.55,-2.75496,1.6,-1.56852,0.899998,6.44602,0.0149999
7.56667,-2.73996,1.6,-1.56736,0.899995,6.46102,0.0149999
7.58333,-2.72496,1.6,-1.5662,0.89999,6.47602,0.0149999
7.6,-2.70996,1.6,-1.56504,0.899985,6.49102,0.0149999
7.61667,-2.69496,1.6,-1.56387,0.899978,6.50602,0.0149996
7.63333,-2.67996,1.6,-1.56271,0.899971,6.52102,0.0149996
7.65,-2.66496,1.6,-1.56155,0.899962,6.53602,0.0149994
7.66667,-2.64996,1.6,-1.56039,0.899951,6.55102,0.0149994
7.68333,-2.63497,1.6,-1.55923,0.89994,6.56602,0.0149992
7.7,-2.61997,1.6,-1.55807,0.899927,6.58102,0.0149989
7.71667,-2.60497,1.6,-1.55691,0.899913,6.59602,0.0149987
7.73333,-2.58997,1.6,-1.55575,0.899898,6.61102,0.0149984
7.75,-2.57497,1.6,-1.55459,0.899882,6.62601,0.0149982
7.76667,-2.55997,1.6,-1.55343,0.899864,6.64101,0.014998
7.78333,-2.54498,1.6,-1.55227,0.899846,6.65601,0.0149975
7.8,-2.52998,1.6,-1.55111,0.899826,6.67101,0.0149972
7.81667,-2.51498,1.6,-1.54995,0.899804,6.686,0.014997
7.83333,-2.49999,1.59994,-1.54879,0.899782,6.701,0.0149952
7.85,-2.48506,1.59925,-1.54572,0.892956,6.71594,0.0149395
7.86667,-2.47047,1.59858,-1.52273,0.859622,6.73054,0.0146048
7.88333,-2.45644,1.59793,-1.50025,0.826289,6.74459,0.0140492
7.9,-2.44307,1.59607,-1.47863,0.792956,6.75809,0.0134935
7.91667,-2.42976,1.59422,-1.45097,0.819622,6.77152,0.0134382
7.93333,-2.4161,1.59232,-1.4234,0.836447,6.78533,0.0138005
7.95,-2.40272,1.58958,-1.39508,0.803113,6.79898,0.0136505
7.96667,-2.38947,1.58647,-1.36704,0.82978,6.81258,0.0136074
7.98333,-2.37589,1.58328,-1.33912,0.845339,6.82654,0.0139593
8,-2.36259,1.57961,-1.31047,0.812006,6.84034,0.0137968
8.01667,-2.34954,1.57524,-1.28213,0.838673,6.85409,0.0137556
8.03333,-2.33617,1.57077,-1.25391,0.853106,6.86819,0.0140982
8.05,-2.32304,1.56612,-1.22498,0.819772,6.88212,0.0139315
8.06667,-2.31033,1.56052,-1.19637,0.846439,6.89601,0.0138852
8.08333,-2.29732,1.55478,-1.16788,0.85991,6.91023,0.0142195
8.1,-2.28446,1.54912,-1.1387,0.826577,6.92428,0.014054
8.11667,-2.27266,1.54257,-1.10986,0.793243,6.93778,0.0134977
8.13333,-2.26091,1.53604,-1.08216,0.81991,6.95122,0.013443
8.15,-2.24884,1.52933,-1.05458,0.836719,6.96503,0.0138053
8.16667,-2.23735,1.52196,-1.02625,0.803386,6.97868,0.0136548
8.18333,-2.22611,1.51428,-0.998202,0.830053,6.9923,0.0136119
8.2,-2.21458,1.5064,-0.97027,0.845552,7.00626,0.0139634
8.21667,-2.20349,1.49818,-0.941617,0.812219,7.02006,0.0138005
8.23333,-2.1929,1.4894,-0.913269,0.838885,7.03382,0.0137592
8.25,-2.18204,1.4804,-0.885035,0.853312,7.04792,0.0141015
8.26667,-2.17146,1.47133,-0.856099,0.819979,7.06185,0.0139352
8.28333,-2.16163,1.46152,-0.827486,0.846645,7.07574,0.0138885
8.3,-2.15156,1.45148,-0.798987,0.860076,7.08997,0.0142226
8.31667,-2.14161,1.44155,-0.769802,0.826743,7.10402,0.0140568
8.33333,-2.13296,1.43119,-0.740958,0.79341,7.11752,0.0135001
8.35,-2.12435,1.42086,-0.713253,0.820076,7.13097,0.0134457
8.36667,-2.11552,1.41025,-0.685662,0.836859,7.14478,0.0138078
8.38333,-2.10745,1.39923,-0.657328,0.803526,7.15843,0.0136571
8.4,-2.09974,1.38801,-0.629277,0.830192,7.17205,0.0136144
8.41667,-2.09183,1.3765,-0.60134,0.845695,7.18601,0.0139657
8.43333,-2.08444,1.36484,-0.572682,0.812361,7.19982,0.0138029
8.45,-2.07773,1.35282,-0.547224,0.839028,7.21358,0.0137617
8.46667,-2.0708,1.34042,-0.526045,0.865695,7.22778,0.014206
8.48333,-2.06378,1.32757,-0.504182,0.892361,7.24243,0.0146478
8.5,-2.0571,1.31421,-0.48671,0.899761,7.25737,0.0149343
8.51667,-2.0504,1.3008,-0.486695,0.899761,7.27236,0.014996
8.53333,-2.04369,1.28738,-0.48668,0.899761,7.28736,0.014996
8.55,-2.03698,1.27397,-0.486665,0.899762,7.30235,0.014996
8.56667,-2.03028,1.26056,-0.48665,0.899762,7.31735,0.014996
8.58333,-2.02357,1.24714,-0.486635,0.899762,7.33235,0.014996
8.6,-2.01686,1.23373,-0.48662,0.899763,7.34734,0.014996
8.61667,-2.01016,1.22032,-0.486605,0.899763,7.36234,0.014996
8.63333,-2.00345,1.20691,-0.48659,0.899763,7.37733,0.014996
8.65,-1.99675,1.19349,-0.486575,0.899763,7.39233,0.014996
8.66667,-1.99004,1.18008,-0.48656,0.899764,7.40733,0.014996
8.68333,-1.98333,1.16667,-0.486544,0.899764,7.42232,0.014996
8.7,-1.97663,1.15325,-0.486529,0.899764,7.43732,0.0149961
8.71667,-1.96992,1.13984,-0.486514,0.899765,7.45231,0.0149961
8.73333,-1.96321,1.12643,-0.486499,0.899765,7.46731,0.0149961
8.75,-1.95651,1.11302,-0.486484,0.899765,7.48231,0.0149961
8.76667,-1.9498,1.0996,-0.486469,0.899766,7.4973,0.0149961
8.78333,-1.94309,1.08619,-0.486454,0.899766,7.5123,0.0149961
8.8,-1.93639,1.07278,-0.486439,0.899766,7.52729,0.0149961
8.81667,-1.92968,1.05936,-0.486424,0.899767,7.54229,0.0149961
8.83333,-1.92297,1.04595,-0.486409,0.899767,7.55729,0.0149961
8.85,-1.91627,1.03254,-0.486394,0.899767,7.57228,0.0149961
8.86667,-1.90956,1.01912,-0.486379,0.899767,7.58728,0.0149961
8.88333,-1.90285,1.00571,-0.486364,0.899768,7.60227,0.0149961
8.9,-1.89615,0.992298,-0.486349,0.899768,7.61727,0.0149961
8.91667,-1.88944,0.978886,-0.486334,0.899768,7.63227,0.0149961
8.93333,-1.88274,0.965473,-0.486319,0.899769,7.64726,0.0149961
8.95,-1.87603,0.95206,-0.486304,0.899769,7.66226,0.0149961
8.96667,-1.86932,0.938647,-0.486289,0.899769,7.67726,0.0149961
8.98333,-1.86262,0.925234,-0.486274,0.89977,7.69225,0.0149961
9,-1.85591,0.911821,-0.486259,0.89977,7.70725,0.0149961
9.01667,-1.8492,0.898408,-0.486244,0.89977,7.72224,0.0149961
9.03333,-1.8425,0.884995,-0.486229,0.899771,7.73724,0.0149962
9.05,-1.83579,0.871582,-0.486214,0.899771,7.75224,0.0149962
9.06667,-1.82908,0.858169,-0.486198,0.899771,7.76723,0.0149962
9.08333,-1.82238,0.844756,-0.486183,0.899771,7.78223,0.0149962
9.1,-1.81567,0.831343,-0.486168,0.899772,7.79722,0.0149962
9.11667,-1.80896,0.81793,-0.486153,0.899772,7.81222,0.0149962
9.13333,-1.80226,0.804517,-0.486138,0.899772,7.82722,0.0149962
9.15,-1.79555,0.791104,-0.486123,0.899773,7.84221,0.0149962
9.16667,-1.78884,0.777691,-0.486108,0.899773,7.85721,0.0149962
9.18333,-1.78214,0.764278,-0.486093,0.899773,7.8722,0.0149962
9.2,-1.77543,0.750865,-0.486078,0.899774,7.8872,0.0149962
9.21667,-1.76873,0.737452,-0.486063,0.899774,7.9022,0.0149962
9.23333,-1.76202,0.724039,-0.486048,0.899774,7.91719,0.0149962
9.25,-1.75531,0.710626,-0.486033,0.899774,7.93219,0.0149962
9.26667,-1.74861,0.697212,-0.486018,0.899775,7.94718,0.0149962
9.28333,-1.7419,0.683799,-0.486003,0.899775,7.96218,0.0149962
9.3,-1.73519,0.670386,-0.485988,0.899775,7.97718,0.0149962
9.31667,-1.72849,0.656973,-0.485973,0.899776,7.99217,0.0149962
9.33333,-1.72178,0.64356,-0.485958,0.899776,8.00717,0.0149962
9.35,-1.71507,0.630147,-0.485943,0.899776,8.02217,0.0149962
9.36667,-1.70837,0.616734,-0.485928,0.899777,8.03716,0.0149963
9.38333,-1.70166,0.603321,-0.485913,0.899777,8.05216,0.0149963
9.4,-1.69495,0.589908,-0.485898,0.899777,8.06715,0.0149963
9.41667,-1.68825,0.576495,-0.485883,0.899778,8.08215,0.0149963
9.43333,-1.68154,0.563082,-0.485868,0.899778,8.09715,0.0149963
9.45,-1.67483,0.549669,-0.485853,0.899778,8.11214,0.0149963
9.46667,-1.66813,0.536256,-0.485837,0.899778,8.12714,0.0149963
9.48333,-1.66142,0.522842,-0.485822,0.899779,8.14214,0.0149963
9.5,-1.65471,0.509429,-0.485807,0.899779,8.15713,0.0149963
9.51667,-1.64801,0.496016,-0.485792,0.899779,8.17213,0.0149963
9.53333,-1.6413,0.482603,-0.485777,0.89978,8.18713,0.0149963
9.55,-1.63459,0.46919,-0.485762,0.89978,8.20212,0.0149963
9.56667,-1.62789,0.455777,-0.485747,0.89978,8.21712,0.0149963
9.58333,-1.62118,0.442364,-0.485732,0.899781,8.23212,0.0149963
9.6,-1.61447,0.42895,-0.485717,0.899781,8.24711,0.0149963
9.61667,-1.60777,0.415537,-0.485702,0.899781,8.26211,0.0149963
9.63333,-1.60106,0.402124,-0.485687,0.899781,8.27711,0.0149964
9.65,-1.59435,0.388711,-0.485672,0.899782,8.2921,0.0149964
9.66667,-1.58765,0.375298,-0.485657,0.899782,8.3071,0.0149964
9.68333,-1.58094,0.361885,-0.485642,0.899782,8.3221,0.0149964
9.7,-1.57423,0.348472,-0.485627,0.899783,8.33709,0.0149964
9.71667,-1.56753,0.335058,-0.485612,0.899783,8.35209,0.0149964
9.73333,-1.56082,0.321645,-0.485597,0.899783,8.36709,0.0149964
9.75,-1.55412,0.308232,-0.485582,0.899783,8.38208,0.0149964
9.76667,-1.54741,0.294819,-0.485567,0.899784,8.39708,0.0149964
9.78333,-1.5407,0.281406,-0.485552,0.899784,8.41208,0.0149964
9.8,-1.534,0.267992,-0.485537,0.899784,8.42707,0.0149964
9.81667,-1.52729,0.254579,-0.485522,0.899785,8.44207,0.0149964
9.83333,-1.52058,0.241166,-0.485507,0.899785,8.45706,0.0149964
9.85,-1.51388,0.227753,-0.485491,0.899785,8.47206,0.0149964
9.86667,-1.50717,0.21434,-0.485476,0.899786,8.48706,0.0149964
9.88333,-1.50046,0.200926,-0.485461,0.899786,8.50205,0.0149964
9.9,-1.49376,0.187513,-0.485446,0.899786,8.51705,0.0149964
9.91667,-1.48705,0.1741,-0.485431,0.899786,8.53205,0.0149964
9.93333,-1.48034,0.160687,-0.485416,0.899787,8.54704,0.0149964
9.95,-1.47364,0.147273,-0.485401,0.899787,8.56204,0.0149964
9.96667,-1.46693,0.13386,-0.485386,0.899787,8.57704,0.0149964
9.98333,-1.46022,0.120447,-0.485371,0.899788,8.59203,0.0149964
10,-1.45352,0.107034,-0.485356,0.899788,8.60703,0.0149964
10.0167,-1.44681,0.0936205,-0.485341,0.899788,8.62203,0.0149965
10.0333,-1.4401,0.0802073,-0.485326,0.899788,8.63702,0.0149965
10.05,-1.4334,0.066794,-0.485311,0.899789,8.65202,0.0149965
10.0667,-1.42669,0.0533807,-0.485296,0.899789,8.66702,0.0149965
10.0833,-1.41998,0.0399675,-0.485281,0.899789,8.68201,0.0149965
10.1,-1.41328,0.0265542,-0.485266,0.89979,8.69701,0.0149965
10.1167,-1.40657,0.0131409,-0.485251,0.89979,8.71201,0.0149965
10.1333,-1.39986,-0.000272356,-0.485236,0.89979,8.727,0.0149965
10.15,-1.39316,-0.0136856,-0.485221,0.899791,8.742,0.0149965
10.1667,-1.38645,-0.0270989,-0.485206,0.899791,8.757,0.0149965
10.1833,-1.37974,-0.0405122,-0.485191,0.899791,8.77199,0.0149965
10.2,-1.37304,-0.0539255,-0.485176,0.899791,8.78699,0.0149965
10.2167,-1.36633,-0.0673388,-0.485161,0.899792,8.80198,0.0149965
10.2333,-1.35962,-0.0807521,-0.485146,0.899792,8.81698,0.0149965
10.25,-1.35292,-0.0941654,-0.48513,0.899792,8.83198,0.0149966
10.2667,-1.34621,-0.107579,-0.485115,0.899793,8.84697,0.0149966
10.2833,-1.3395,-0.120992,-0.4851,0.899793,8.86197,0.0149966
10.3,-1.3328,-0.134405,-0.485085,0.899793,8.87697,0.0149966
10.3167,-1.32609,-0.147819,-0.48507,0.899793,8.89196,0.0149966
10.3333,-1.31938,-0.161232,-0.485055,0.899794,8.90696,0.0149966
10.35,-1.31268,-0.174645,-0.48504,0.899794,8.92196,0.0149966
10.3667,-1.30597,-0.188059,-0.485025,0.899794,8.93695,0.0149966
10.3833,-1.29926,-0.201472,-0.48501,0.899795,8.95195,0.0149966
10.4,-1.29256,-0.214885,-0.484995,0.899795,8.96695,0.0149966
10.4167,-1.28585,-0.228299,-0.48498,0.899795,8.98194,0.0149966
10.4333,-1.27914,-0.241712,-0.484965,0.899795,8.99694,0.0149966
10.45,-1.27244,-0.255125,-0.48495,0.899796,9.01194,0.0149966
10.4667,-1.26573,-0.268539,-0.484935,0.899796,9.02693,0.0149966
10.4833,-1.25902,-0.281952,-0.48492,0.899796,9.04193,0.0149966
10.5,-1.25232,-0.295366,-0.484905,0.899797,9.05693,0.0149966
10.5167,-1.24561,-0.308779,-0.48489,0.899797,9.07192,0.0149966
10.5333,-1.2389,-0.322192,-0.484875,0.899797,9.08692,0.0149966
10.55,-1.2322,-0.335606,-0.48486,0.899797,9.10192,0.0149966
10.5667,-1.22549,-0.349019,-0.484845,0.899798,9.11691,0.0149966
10.5833,-1.21878,-0.362433,-0.48483,0.899798,9.13191,0.0149966
10.6,-1.21208,-0.375846,-0.484815,0.899798,9.1469,0.0149966
10.6167,-1.20537,-0.389259,-0.4848,0.899799,9.1619,0.0149966
10.6333,-1.19866,-0.402673,-0.484784,0.899799,9.1769,0.0149966
10.65,-1.19196,-0.416086,-0.484769,0.899799,9.19189,0.0149967
10.6667,-1.18525,-0.4295,-0.484754,0.8998,9.20689,0.0149967
10.6833,-1.17854,-0.442913,-0.484739,0.8998,9.22189,0.0149967
10.7,-1.17184,-0.456326,-0.484724,0.8998,9.23688,0.0149967
10.7167,-1.16513,-0.46974,-0.484709,0.8998,9.25188,0.0149967
10.7333,-1.15842,-0.483153,-0.484694,0.899801,9.26688,0.0149967
10.75,-1.15172,-0.496567,-0.484679,0.899801,9.28187,0.0149967
10.7667,-1.14501,-0.50998,-0.484664,0.899801,9.29687,0.0149967
10.7833,-1.1383,-0.523394,-0.484649,0.899801,9.31187,0.0149967
10.8,-1.1316,-0.536807,-0.484634,0.899802,9.32686,0.0149967
10.8167,-1.12489,-0.550221,-0.484619,0.899802,9.34186,0.0149967
10.8333,-1.11818,-0.563634,-0.484604,0.899802,9.35686,0.0149967
10.85,-1.11148,-0.577048,-0.484589,0.899803,9.37185,0.0149967
10.8667,-1.10477,-0.590461,-0.484574,0.899803,9.38685,0.0149967
10.8833,-1.09806,-0.603875,-0.484559,0.899803,9.40185,0.0149967
10.9,-1.09136,-0.617288,-0.484544,0.899803,9.41684,0.0149967
10.9167,-1.08465,-0.630701,-0.484529,0.899804,9.43184,0.0149967
10.9333,-1.07794,-0.644115,-0.484514,0.899804,9.44684,0.0149967
10.95,-1.07124,-0.657528,-0.484499,0.899804,9.46183,0.0149967
10.9667,-1.06453,-0.670942,-0.484484,0.899805,9.47683,0.0149967
10.9833,-1.05782,-0.684355,-0.484469,0.899805,9.49183,0.0149967
11,-1.05111,-0.697769,-0.484454,0.899805,9.50682,0.0149967
11.0167,-1.04441,-0.711182,-0.484439,0.899805,9.52182,0.0149967
11.0333,-1.0377,-0.724596,-0.484423,0.899806,9.53681,0.0149967
11.05,-1.03099,-0.738009,-0.484408,0.899806,9.55181,0.0149968
11.0667,-1.02429,-0.751423,-0.484393,0.899806,9.56681,0.0149968
11.0833,-1.01758,-0.764837,-0.484378,0.899807,9.5818,0.0149968
11.1,-1.01087,-0.77825,-0.484363,0.899807,9.5968,0.0149968
11.1167,-1.00417,-0.791664,-0.484348,0.899807,9.6118,0.0149968
11.1333,-0.997461,-0.805077,-0.484333,0.899807,9.62679,0.0149968
11.15,-0.990754,-0.818491,-0.484318,0.899808,9.64179,0.0149968
11.1667,-0.984048,-0.831904,-0.484303,0.899808,9.65679,0.0149968
11.1833,-0.977341,-0.845318,-0.484288,0.899808,9.67178,0.0149968
11.2,-0.970634,-0.858731,-0.484273,0.899809,9.68678,0.0149968
11.2167,-0.963927,-0.872145,-0.484258,0.899809,9.70178,0.0149968
11.2333,-0.95722,-0.885558,-0.484243,0.899809,9.71677,0.0149968
11.25,-0.950514,-0.898972,-0.484228,0.899809,9.73177,0.0149968
11.2667,-0.943807,-0.912386,-0.484213,0.89981,9.74677,0.0149968
11.2833,-0.9371,-0.925799,-0.484198,0.89981,9.76176,0.0149968
11.3,-0.930393,-0.939213,-0.484183,0.89981,9.77676,0.0149968
11.3167,-0.923687,-0.952626,-0.484168,0.89981,9.79176,0.0149969
11.3333,-0.91698,-0.96604,-0.484153,0.899811,9.80675,0.0149969
11.35,-0.910273,-0.979454,-0.484138,0.899811,9.82175,0.0149969
11.3667,-0.903566,-0.992867,-0.484123,0.899811,9.83675,0.0149969
11.3833,-0.89686,-1.00628,-0.484108,0.899812,9.85174,0.0149968
11.4,-0.890153,-1.01969,-0.484093,0.899812,9.86674,0.0149968
11.4167,-0.883446,-1.03311,-0.484077,0.899812,9.88173,0.0149968
11.4333,-0.876739,-1.04652,-0.484062,0.899812,9.89673,0.0149969
11.45,-0.870032,-1.05994,-0.484047,0.899813,9.91173,0.0149969
11.4667,-0.863325,-1.07335,-0.484032,0.899813,9.92672,0.0149969
11.4833,-0.856619,-1.08676,-0.484017,0.899813,9.94172,0.0149969
11.5,-0.849912,-1.10018,-0.484002,0.899814,9.95672,0.0149969
11.5167,-0.843205,-1.11359,-0.483987,0.899814,9.97171,0.0149969
11.5333,-0.836498,-1.127,-0.483972,0.899814,9.98671,0.0149969
11.55,-0.829791,-1.14042,-0.483957,0.899814,10.0017,0.0149969
11.5667,-0.823084,-1.15383,-0.483942,0.899815,10.0167,0.0149969
11.5833,-0.816378,-1.16724,-0.483927,0.899815,10.0317,0.0149969
11.6,-0.809671,-1.18066,-0.483912,0.899815,10.0467,0.0149969
11.6167,-0.802964,-1.19407,-0.483897,0.899815,10.0617,0.0149969
11.6333,-0.796257,-1.20749,-0.483882,0.899816,10.0767,0.0149969
11.65,-0.78955,-1.2209,-0.483867,0.899816,10.0917,0.0149969
11.6667,-0.782843,-1.23431,-0.483852,0.899816,10.1067,0.0149969
11.6833,-0.776137,-1.24773,-0.483837,0.899817,10.1217,0.0149969
11.7,-0.76943,-1.26114,-0.483822,0.899817,10.1367,0.0149969
11.7167,-0.762723,-1.27455,-0.483807,0.899817,10.1517,0.0149969
11.7333,-0.756016,-1.28797,-0.483792,0.899817,10.1667,0.0149969
11.75,-0.749309,-1.30138,-0.483777,0.899818,10.1817,0.0149969
11.7667,-0.742239,-1.3146,-0.483762,0.899818,10.1967,0.0149944
11.7833,-0.734997,-1.32774,-0.495551,0.899969,10.2117,0.0149982
11.8,-0.727755,-1.34087,-0.512861,0.899964,10.2267,0.0149994
11.8167,-0.720312,-1.35388,-0.530173,0.899689,10.2416,0.0149895
11.8333,-0.712042,-1.36639,-0.548614,0.899427,10.2566,0.0149927
11.85,-0.70377,-1.3789,-0.571686,0.899928,10.2716,0.0149946
11.8667,-0.695497,-1.39141,-0.594761,0.899951,10.2866,0.014999
11.8833,-0.68653,-1.40341,-0.617843,0.899494,10.3016,0.0149854
11.9,-0.677281,-1.41521,-0.640918,0.899745,10.3166,0.0149936
11.9167,-0.668029,-1.42702,-0.663991,0.9,10.3316,0.0149979
11.9333,-0.658571,-1.43865,-0.687071,0.899776,10.3466,0.0149896
11.95,-0.648404,-1.44967,-0.708853,0.899406,10.3616,0.0149932
11.9667,-0.638237,-1.46069,-0.726158,0.899837,10.3766,0.0149936
11.9833,-0.628066,-1.47171,-0.743463,0.899999,10.3916,0.0149986
12,-0.617574,-1.48243,-0.760774,0.89989,10.4066,0.0149967
12.0167,-0.606969,-1.49303,-0.769043,0.89988,10.4216,0.0149981
12.0333,-0.596363,-1.50364,-0.774121,0.899943,10.4366,0.0149985
12.05,-0.585757,-1.51424,-0.779199,0.899983,10.4516,0.0149994
12.0667,-0.57515,-1.52485,-0.784278,0.899999,10.4666,0.0149999
12.0833,-0.564544,-1.53546,-0.789356,0.899993,10.4816,0.0149999
12.1,-0.554024,-1.54598,-0.794435,0.885319,10.4965,0.0148776
12.1167,-0.543787,-1.55621,-0.799473,0.851986,10.5109,0.0144775
12.1333,-0.533894,-1.56601,-0.804375,0.818653,10.5249,0.0139206
12.15,-0.524015,-1.57501,-0.811521,0.785319,10.5382,0.0133664
12.1667,-0.514546,-1.58364,-0.837784,0.751986,10.551,0.0128108
12.1833,-0.50522,-1.59157,-0.862955,0.718653,10.5633,0.012243
